date,product_id,product_category,day_of_week,month,is_weekend,price,discount_percent,stock_level,competitor_price,sales_quantity
2022-01-17,8,Category_2,0,1,0,256.03,0,195,282.49,98
2022-01-17,9,Category_2,0,1,0,260.38,0,118,256.11,119
2022-01-17,10,Category_2,0,1,0,283.0,0,481,286.53,122
2022-01-17,11,Category_3,0,1,0,302.74,0,60,301.64,138
2022-01-17,12,Category_3,0,1,0,339.78,30,340,363.36,147
2022-01-17,13,Category_3,0,1,0,372.66,0,174,407.51,135
2022-01-17,14,Category_3,0,1,0,362.84,0,281,391.52,157
2022-01-17,15,Category_3,0,1,0,407.66,0,402,405.76,136
2022-01-17,16,Category_4,0,1,0,421.6,0,54,406.42,147
2022-01-17,17,Category_4,0,1,0,452.33,0,249,488.6,133
2022-01-17,18,Category_4,0,1,0,444.64,0,264,456.06,167
2022-01-17,19,Category_4,0,1,0,466.84,30,335,474.65,211
2022-01-17,20,Category_4,0,1,0,546.17,0,352,540.81,166
2022-01-18,1,Category_1,1,1,0,120.86,0,170,134.68,62
2022-01-18,2,Category_1,1,1,0,136.71,0,164,134.04,73
2022-01-18,3,Category_1,1,1,0,175.76,20,413,175.54,78
2022-01-18,4,Category_1,1,1,0,171.25,0,337,167.07,85
2022-01-18,5,Category_1,1,1,0,213.04,0,275,205.08,80
2022-01-18,6,Category_2,1,1,0,213.03,0,307,242.3,89
2022-01-18,7,Category_2,1,1,0,242.58,0,229,244.02,101
2022-01-18,8,Category_2,1,1,0,263.88,0,293,261.69,97
2022-01-18,9,Category_2,1,1,0,304.11,0,131,327.1,108
2022-01-18,10,Category_2,1,1,0,313.29,0,56,316.71,132
2022-01-18,11,Category_3,1,1,0,293.18,0,115,287.54,132
2022-01-18,12,Category_3,1,1,0,345.11,0,338,391.55,126
2022-01-18,13,Category_3,1,1,0,359.07,0,359,400.67,135
2022-01-18,14,Category_3,1,1,0,404.72,0,441,423.19,132
2022-01-18,15,Category_3,1,1,0,400.49,0,222,424.48,142
2022-01-18,16,Category_4,1,1,0,404.19,0,195,406.44,157
2022-01-18,17,Category_4,1,1,0,470.93,0,92,505.74,140
2022-01-18,18,Category_4,1,1,0,419.64,0,315,416.43,172
2022-01-18,19,Category_4,1,1,0,478.52,0,464,521.11,160
2022-01-18,20,Category_4,1,1,0,519.22,0,309,559.01,166
2022-01-19,1,Category_1,2,1,0,113.49,0,429,114.77,69
2022-01-19,2,Category_1,2,1,0,137.93,0,165,142.2,92
2022-01-19,3,Category_1,2,1,0,164.93,0,204,170.34,79
2022-01-19,4,Category_1,2,1,0,189.69,0,435,185.29,85
2022-01-19,5,Category_1,2,1,0,196.74,0,198,216.82,88
2022-01-19,6,Category_2,2,1,0,207.47,0,291,223.21,83
2022-01-19,7,Category_2,2,1,0,225.55,0,209,236.27,101
2022-01-19,8,Category_2,2,1,0,257.63,10,232,252.44,104
2022-01-19,9,Category_2,2,1,0,259.12,10,161,284.38,101
2022-01-19,10,Category_2,2,1,0,293.67,0,70,335.15,111
2022-01-19,11,Category_3,2,1,0,296.52,0,169,300.4,119
2022-01-19,12,Category_3,2,1,0,323.32,10,363,323.52,160
2022-01-19,13,Category_3,2,1,0,380.24,10,296,411.38,144
2022-01-19,14,Category_3,2,1,0,388.66,0,393,437.82,144
2022-01-19,15,Category_3,2,1,0,368.46,30,136,400.16,190
2022-01-19,16,Category_4,2,1,0,383.99,0,182,403.84,157
2022-01-19,17,Category_4,2,1,0,430.11,0,277,438.69,163
2022-01-19,18,Category_4,2,1,0,431.04,0,310,456.87,177
2022-01-19,19,Category_4,2,1,0,511.73,0,187,488.29,171
2022-01-19,20,Category_4,2,1,0,512.47,0,483,487.91,162
2022-01-20,1,Category_1,3,1,0,114.13,0,154,123.12,58
2022-01-20,2,Category_1,3,1,0,153.12,0,189,159.99,66
2022-01-20,3,Category_1,3,1,0,147.65,0,209,162.35,83
2022-01-20,4,Category_1,3,1,0,166.61,0,473,178.23,94
2022-01-20,5,Category_1,3,1,0,183.8,0,383,190.76,95
2022-01-20,6,Category_2,3,1,0,208.59,0,337,218.86,95
2022-01-20,7,Category_2,3,1,0,216.61,30,171,241.13,131
2022-01-20,8,Category_2,3,1,0,273.26,0,441,300.49,103
2022-01-20,9,Category_2,3,1,0,283.24,0,273,279.13,111
2022-01-20,10,Category_2,3,1,0,326.24,0,307,318.53,110
2022-01-20,11,Category_3,3,1,0,334.46,10,144,350.41,125
2022-01-20,12,Category_3,3,1,0,334.11,0,402,351.38,118
2022-01-20,13,Category_3,3,1,0,345.42,0,462,334.63,144
2022-01-20,14,Category_3,3,1,0,374.97,0,235,356.92,140
2022-01-20,15,Category_3,3,1,0,379.73,0,498,381.85,149
2022-01-20,16,Category_4,3,1,0,433.24,0,454,475.09,145
2022-01-20,17,Category_4,3,1,0,450.21,0,474,461.49,169
2022-01-20,18,Category_4,3,1,0,492.02,10,61,540.8,197
2022-01-20,19,Category_4,3,1,0,451.44,30,426,490.12,229
2022-01-20,20,Category_4,3,1,0,497.03,0,235,508.79,177
2022-01-21,1,Category_1,4,1,0,118.77,0,73,117.99,67
2022-01-21,2,Category_1,4,1,0,126.05,0,251,135.37,63
2022-01-21,3,Category_1,4,1,0,155.38,0,69,160.11,76
2022-01-21,4,Category_1,4,1,0,188.04,0,235,199.76,89
2022-01-21,5,Category_1,4,1,0,202.43,0,211,216.57,82
2022-01-21,6,Category_2,4,1,0,212.17,0,260,204.05,94
2022-01-21,7,Category_2,4,1,0,232.04,0,166,257.04,71
2022-01-21,8,Category_2,4,1,0,241.67,0,232,240.98,115
